"model","inv","invSQ","epu","fc","divida","cv","tamanho","sargan","m2"
282,0.0728228426312928,0.115973777804284,0.338111257025627,0.00343265923857511,5.72659886050225e-13,0.3953770106841,0.830452079748882,0.999999754107154,0.802655592152306
283,0.00848402176620011,0.0268845282240775,0.411401807279728,0.00694254112290015,2.15335037546663e-14,0.5335316462134,0.804685884846234,0.999844146448027,0.949795897176915
284,0.040247640071883,0.108190008227394,0.459826198361221,0.00869756832058009,1.34401711560439e-11,0.622673377475062,0.945888949047346,0.999969777059527,0.879236604098274
285,0.0891130605546396,0.186203674170852,0.44028518018274,0.018644260515375,7.65678782604436e-09,0.595363145441863,0.937206773369947,0.999665487404099,0.816217855045714
286,0.0501742462915525,0.0803720398038281,0.547969905300181,0.0211388466569755,7.4903077593044e-10,0.484722737645353,0.792925695204567,0.99995471835657,0.902674571841154
287,0.0683146524122256,0.0953918554975628,0.542505592154538,0.0155958031017448,1.07930762041697e-10,0.436671347843838,0.796384927564119,0.999983630940842,0.86158012922789
288,0.0724970290003978,0.105165461706968,0.562072606728601,0.0141207800940134,5.6598573477119e-10,0.449901175936075,0.833314204642294,0.999995419851219,0.886708548657595
289,0.0372877200245687,0.0835843046347176,0.528775507392863,0.00889400024221631,2.53663379740315e-10,0.465231140363002,0.808350491456941,0.999997428972819,0.898163423931067
290,0.0568597378015491,0.0902330096218903,0.485806935185066,0.00625733401737304,2.63771139132822e-10,0.448061886529807,0.815774313814599,0.999998363872392,0.890939061434802
291,0.0568597378015491,0.0902330096218903,0.485806935185066,0.00625733401737304,2.63771139132822e-10,0.448061886529807,0.815774313814599,0.999998363872392,0.890939061434802
292,0.580402647108656,0.194801470171829,0.375219663926437,0.11480166366973,7.03512036203019e-13,0.796221600884992,0.996449924575174,0.999390872398444,0.978392141646998
293,0.707196892696518,0.348750238121195,0.858557500484014,0.0567515931711071,1.0534483463777e-08,0.951025312159702,0.703580221116934,0.999699870487995,0.91886991460324
294,0.510539445817172,0.339395139335638,0.609393996252738,0.0813834793406941,1.34848468016912e-06,0.820263277863101,0.643909318541153,0.998926333383232,0.978638128291848
295,0.519637988499392,0.357454248638343,0.844477537775224,0.0828282967439164,1.73274092372222e-06,0.821564395003268,0.514814387424116,0.999144741004711,0.971023904442502
296,0.529460807069379,0.414115935167137,0.83564616394527,0.0740571820198178,1.11193466776988e-06,0.733085295182812,0.598556375535629,0.999605091599081,0.951719554127788
297,0.530693417906528,0.409661577822396,0.782997527193966,0.0845864460379001,5.76231852468438e-08,0.730777621470647,0.511950117672239,0.999908384563926,0.999941109714819
298,0.415286605667407,0.295559811555531,0.615379235425226,0.0673392168401981,6.79246390258425e-09,0.710155041091798,0.513426539507069,0.999979233279333,0.981031430206318
299,0.415286605667407,0.295559811555531,0.615379235425226,0.0673392168401981,6.79246390258425e-09,0.710155041091798,0.513426539507069,0.999979233279333,0.981031430206318
300,0.794425239061246,0.487646467964127,0.71695276461527,0.0804907476922518,2.41806240920324e-07,0.864649003792824,0.501575766307238,0.998316641334851,0.88179131353087
301,0.509249766635195,0.437621168451929,0.482438096264665,0.131430596972939,1.04307936571936e-07,0.646226566277526,0.316141961842042,0.993462173382389,0.997470858559943
302,0.391658166824133,0.381828162210437,0.544771227649418,0.137628924773249,2.01497803034396e-07,0.571409165118049,0.2607910375989,0.997323105525912,0.975972504658021
303,0.553337380735041,0.596007179126756,0.595798336185676,0.153549055504313,4.18612742768788e-06,0.577829087487138,0.281990155744131,0.997882470271067,0.995287589655998
304,0.549634053783592,0.586933230151586,0.543625722098958,0.114836719681317,4.65169103909819e-07,0.583505778109366,0.233419715742347,0.999633130731218,0.98359164137814
305,0.453012117733469,0.444583192942824,0.4708872046729,0.128817558554962,2.99757325630019e-07,0.588132690213896,0.228004037133401,0.999825701312255,0.994049602266474
306,0.453012117733469,0.444583192942824,0.4708872046729,0.128817558554962,2.99757325630019e-07,0.588132690213896,0.228004037133401,0.999825701312255,0.994049602266474
307,0.0912763611848251,0.127842998170761,0.89938728586218,0.0466381399419437,1.02287809601124e-13,0.55393018826159,0.911345899194708,0.997268848760357,0.926096258830991
308,0.0400642544410761,0.0573457318627505,0.499588136435608,0.00442775967323776,2.50053543552729e-18,0.470145135359231,0.960320365911244,0.999901123648856,0.878780902467913
309,0.0619555809754197,0.108995268545435,0.472763879578994,0.00284120622643194,1.70236761594907e-16,0.525574517433169,0.782746950746559,0.999976504496041,0.800492550163544
310,0.102422549709348,0.153259508141754,0.498145098444121,0.0169357081539666,1.98877064569318e-12,0.519895956085374,0.931696516622755,0.999826940181502,0.833350110267057
311,0.0599272948365657,0.092365280431438,0.522262647991944,0.0103105530725318,1.92842718201492e-12,0.431946441786898,0.851027926361481,0.999992367542749,0.847061015814168
312,0.0803007483916162,0.114183255480192,0.418997198593566,0.00654922789559904,7.36858079270159e-16,0.371295228946249,0.88247275252359,0.999998291344568,0.815372588069017
313,0.0749589294847573,0.116210705861332,0.417857420602112,0.00527203098699915,1.37374367072809e-13,0.383645626251487,0.842739944307056,0.999998684827982,0.835667728709914
314,0.0645895961064155,0.109448392321714,0.381110541325422,0.00397246557379485,7.63916397590229e-13,0.419702848110962,0.824840009418966,0.999999451769365,0.814925131786377
315,0.0728228426312928,0.115973777804284,0.338111257025627,0.00343265923857511,5.72659886050225e-13,0.3953770106841,0.830452079748882,0.999999754107154,0.802655592152306
316,0.0728228426312928,0.115973777804284,0.338111257025627,0.00343265923857511,5.72659886050225e-13,0.3953770106841,0.830452079748882,0.999999754107154,0.802655592152306
317,0.00848402176620011,0.0268845282240775,0.411401807279728,0.00694254112290015,2.15335037546663e-14,0.5335316462134,0.804685884846234,0.999844146448027,0.949795897176915
318,0.040247640071883,0.108190008227394,0.459826198361221,0.00869756832058009,1.34401711560439e-11,0.622673377475062,0.945888949047346,0.999969777059527,0.879236604098274
319,0.0891130605546396,0.186203674170852,0.44028518018274,0.018644260515375,7.65678782604436e-09,0.595363145441863,0.937206773369947,0.999665487404099,0.816217855045714
320,0.0501742462915525,0.0803720398038281,0.547969905300181,0.0211388466569755,7.4903077593044e-10,0.484722737645353,0.792925695204567,0.99995471835657,0.902674571841154
321,0.0683146524122256,0.0953918554975628,0.542505592154538,0.0155958031017448,1.07930762041697e-10,0.436671347843838,0.796384927564119,0.999983630940842,0.86158012922789
322,0.0724970290003978,0.105165461706968,0.562072606728601,0.0141207800940134,5.6598573477119e-10,0.449901175936075,0.833314204642294,0.999995419851219,0.886708548657595
323,0.0372877200245687,0.0835843046347176,0.528775507392863,0.00889400024221631,2.53663379740315e-10,0.465231140363002,0.808350491456941,0.999997428972819,0.898163423931067
324,0.0568597378015491,0.0902330096218903,0.485806935185066,0.00625733401737304,2.63771139132822e-10,0.448061886529807,0.815774313814599,0.999998363872392,0.890939061434802
325,0.0568597378015491,0.0902330096218903,0.485806935185066,0.00625733401737304,2.63771139132822e-10,0.448061886529807,0.815774313814599,0.999998363872392,0.890939061434802
326,0.580402647108656,0.194801470171829,0.375219663926437,0.11480166366973,7.03512036203019e-13,0.796221600884992,0.996449924575174,0.999390872398444,0.978392141646998
327,0.707196892696518,0.348750238121195,0.858557500484014,0.0567515931711071,1.0534483463777e-08,0.951025312159702,0.703580221116934,0.999699870487995,0.91886991460324
328,0.510539445817172,0.339395139335638,0.609393996252738,0.0813834793406941,1.34848468016912e-06,0.820263277863101,0.643909318541153,0.998926333383232,0.978638128291848
329,0.519637988499392,0.357454248638343,0.844477537775224,0.0828282967439164,1.73274092372222e-06,0.821564395003268,0.514814387424116,0.999144741004711,0.971023904442502
330,0.529460807069379,0.414115935167137,0.83564616394527,0.0740571820198178,1.11193466776988e-06,0.733085295182812,0.598556375535629,0.999605091599081,0.951719554127788
331,0.530693417906528,0.409661577822396,0.782997527193966,0.0845864460379001,5.76231852468438e-08,0.730777621470647,0.511950117672239,0.999908384563926,0.999941109714819
332,0.415286605667407,0.295559811555531,0.615379235425226,0.0673392168401981,6.79246390258425e-09,0.710155041091798,0.513426539507069,0.999979233279333,0.981031430206318
333,0.415286605667407,0.295559811555531,0.615379235425226,0.0673392168401981,6.79246390258425e-09,0.710155041091798,0.513426539507069,0.999979233279333,0.981031430206318
334,0.794425239061246,0.487646467964127,0.71695276461527,0.0804907476922518,2.41806240920324e-07,0.864649003792824,0.501575766307238,0.998316641334851,0.88179131353087
335,0.509249766635195,0.437621168451929,0.482438096264665,0.131430596972939,1.04307936571936e-07,0.646226566277526,0.316141961842042,0.993462173382389,0.997470858559943
336,0.391658166824133,0.381828162210437,0.544771227649418,0.137628924773249,2.01497803034396e-07,0.571409165118049,0.2607910375989,0.997323105525912,0.975972504658021
337,0.553337380735041,0.596007179126756,0.595798336185676,0.153549055504313,4.18612742768788e-06,0.577829087487138,0.281990155744131,0.997882470271067,0.995287589655998
338,0.549634053783592,0.586933230151586,0.543625722098958,0.114836719681317,4.65169103909819e-07,0.583505778109366,0.233419715742347,0.999633130731218,0.98359164137814
339,0.453012117733469,0.444583192942824,0.4708872046729,0.128817558554962,2.99757325630019e-07,0.588132690213896,0.228004037133401,0.999825701312255,0.994049602266474
340,0.453012117733469,0.444583192942824,0.4708872046729,0.128817558554962,2.99757325630019e-07,0.588132690213896,0.228004037133401,0.999825701312255,0.994049602266474
341,0.0912763611848251,0.127842998170761,0.89938728586218,0.0466381399419437,1.02287809601124e-13,0.55393018826159,0.911345899194708,0.997268848760357,0.926096258830991
342,0.0400642544410761,0.0573457318627505,0.499588136435608,0.00442775967323776,2.50053543552729e-18,0.470145135359231,0.960320365911244,0.999901123648856,0.878780902467913
343,0.0619555809754197,0.108995268545435,0.472763879578994,0.00284120622643194,1.70236761594907e-16,0.525574517433169,0.782746950746559,0.999976504496041,0.800492550163544
344,0.102422549709348,0.153259508141754,0.498145098444121,0.0169357081539666,1.98877064569318e-12,0.519895956085374,0.931696516622755,0.999826940181502,0.833350110267057
345,0.0599272948365657,0.092365280431438,0.522262647991944,0.0103105530725318,1.92842718201492e-12,0.431946441786898,0.851027926361481,0.999992367542749,0.847061015814168
346,0.0803007483916162,0.114183255480192,0.418997198593566,0.00654922789559904,7.36858079270159e-16,0.371295228946249,0.88247275252359,0.999998291344568,0.815372588069017
347,0.0749589294847573,0.116210705861332,0.417857420602112,0.00527203098699915,1.37374367072809e-13,0.383645626251487,0.842739944307056,0.999998684827982,0.835667728709914
348,0.0645895961064155,0.109448392321714,0.381110541325422,0.00397246557379485,7.63916397590229e-13,0.419702848110962,0.824840009418966,0.999999451769365,0.814925131786377
349,0.0728228426312928,0.115973777804284,0.338111257025627,0.00343265923857511,5.72659886050225e-13,0.3953770106841,0.830452079748882,0.999999754107154,0.802655592152306
350,0.0728228426312928,0.115973777804284,0.338111257025627,0.00343265923857511,5.72659886050225e-13,0.3953770106841,0.830452079748882,0.999999754107154,0.802655592152306
351,0.00848402176620011,0.0268845282240775,0.411401807279728,0.00694254112290015,2.15335037546663e-14,0.5335316462134,0.804685884846234,0.999844146448027,0.949795897176915
352,0.040247640071883,0.108190008227394,0.459826198361221,0.00869756832058009,1.34401711560439e-11,0.622673377475062,0.945888949047346,0.999969777059527,0.879236604098274
353,0.0891130605546396,0.186203674170852,0.44028518018274,0.018644260515375,7.65678782604436e-09,0.595363145441863,0.937206773369947,0.999665487404099,0.816217855045714
354,0.0501742462915525,0.0803720398038281,0.547969905300181,0.0211388466569755,7.4903077593044e-10,0.484722737645353,0.792925695204567,0.99995471835657,0.902674571841154
355,0.0683146524122256,0.0953918554975628,0.542505592154538,0.0155958031017448,1.07930762041697e-10,0.436671347843838,0.796384927564119,0.999983630940842,0.86158012922789
356,0.0724970290003978,0.105165461706968,0.562072606728601,0.0141207800940134,5.6598573477119e-10,0.449901175936075,0.833314204642294,0.999995419851219,0.886708548657595
357,0.0372877200245687,0.0835843046347176,0.528775507392863,0.00889400024221631,2.53663379740315e-10,0.465231140363002,0.808350491456941,0.999997428972819,0.898163423931067
358,0.0568597378015491,0.0902330096218903,0.485806935185066,0.00625733401737304,2.63771139132822e-10,0.448061886529807,0.815774313814599,0.999998363872392,0.890939061434802
359,0.0568597378015491,0.0902330096218903,0.485806935185066,0.00625733401737304,2.63771139132822e-10,0.448061886529807,0.815774313814599,0.999998363872392,0.890939061434802
360,0.580402647108656,0.194801470171829,0.375219663926437,0.11480166366973,7.03512036203019e-13,0.796221600884992,0.996449924575174,0.999390872398444,0.978392141646998
361,0.707196892696518,0.348750238121195,0.858557500484014,0.0567515931711071,1.0534483463777e-08,0.951025312159702,0.703580221116934,0.999699870487995,0.91886991460324
362,0.510539445817172,0.339395139335638,0.609393996252738,0.0813834793406941,1.34848468016912e-06,0.820263277863101,0.643909318541153,0.998926333383232,0.978638128291848
363,0.519637988499392,0.357454248638343,0.844477537775224,0.0828282967439164,1.73274092372222e-06,0.821564395003268,0.514814387424116,0.999144741004711,0.971023904442502
364,0.529460807069379,0.414115935167137,0.83564616394527,0.0740571820198178,1.11193466776988e-06,0.733085295182812,0.598556375535629,0.999605091599081,0.951719554127788
365,0.530693417906528,0.409661577822396,0.782997527193966,0.0845864460379001,5.76231852468438e-08,0.730777621470647,0.511950117672239,0.999908384563926,0.999941109714819
366,0.415286605667407,0.295559811555531,0.615379235425226,0.0673392168401981,6.79246390258425e-09,0.710155041091798,0.513426539507069,0.999979233279333,0.981031430206318
367,0.415286605667407,0.295559811555531,0.615379235425226,0.0673392168401981,6.79246390258425e-09,0.710155041091798,0.513426539507069,0.999979233279333,0.981031430206318
368,0.794425239061246,0.487646467964127,0.71695276461527,0.0804907476922518,2.41806240920324e-07,0.864649003792824,0.501575766307238,0.998316641334851,0.88179131353087
369,0.509249766635195,0.437621168451929,0.482438096264665,0.131430596972939,1.04307936571936e-07,0.646226566277526,0.316141961842042,0.993462173382389,0.997470858559943
370,0.391658166824133,0.381828162210437,0.544771227649418,0.137628924773249,2.01497803034396e-07,0.571409165118049,0.2607910375989,0.997323105525912,0.975972504658021
371,0.553337380735041,0.596007179126756,0.595798336185676,0.153549055504313,4.18612742768788e-06,0.577829087487138,0.281990155744131,0.997882470271067,0.995287589655998
372,0.549634053783592,0.586933230151586,0.543625722098958,0.114836719681317,4.65169103909819e-07,0.583505778109366,0.233419715742347,0.999633130731218,0.98359164137814
373,0.453012117733469,0.444583192942824,0.4708872046729,0.128817558554962,2.99757325630019e-07,0.588132690213896,0.228004037133401,0.999825701312255,0.994049602266474
374,0.453012117733469,0.444583192942824,0.4708872046729,0.128817558554962,2.99757325630019e-07,0.588132690213896,0.228004037133401,0.999825701312255,0.994049602266474
375,0.0912763611848251,0.127842998170761,0.89938728586218,0.0466381399419437,1.02287809601124e-13,0.55393018826159,0.911345899194708,0.997268848760357,0.926096258830991
376,0.0400642544410761,0.0573457318627505,0.499588136435608,0.00442775967323776,2.50053543552729e-18,0.470145135359231,0.960320365911244,0.999901123648856,0.878780902467913
377,0.0619555809754197,0.108995268545435,0.472763879578994,0.00284120622643194,1.70236761594907e-16,0.525574517433169,0.782746950746559,0.999976504496041,0.800492550163544
378,0.102422549709348,0.153259508141754,0.498145098444121,0.0169357081539666,1.98877064569318e-12,0.519895956085374,0.931696516622755,0.999826940181502,0.833350110267057
379,0.0599272948365657,0.092365280431438,0.522262647991944,0.0103105530725318,1.92842718201492e-12,0.431946441786898,0.851027926361481,0.999992367542749,0.847061015814168
380,0.0803007483916162,0.114183255480192,0.418997198593566,0.00654922789559904,7.36858079270159e-16,0.371295228946249,0.88247275252359,0.999998291344568,0.815372588069017
381,0.0749589294847573,0.116210705861332,0.417857420602112,0.00527203098699915,1.37374367072809e-13,0.383645626251487,0.842739944307056,0.999998684827982,0.835667728709914
382,0.0645895961064155,0.109448392321714,0.381110541325422,0.00397246557379485,7.63916397590229e-13,0.419702848110962,0.824840009418966,0.999999451769365,0.814925131786377
383,0.0728228426312928,0.115973777804284,0.338111257025627,0.00343265923857511,5.72659886050225e-13,0.3953770106841,0.830452079748882,0.999999754107154,0.802655592152306
384,0.0728228426312928,0.115973777804284,0.338111257025627,0.00343265923857511,5.72659886050225e-13,0.3953770106841,0.830452079748882,0.999999754107154,0.802655592152306
385,0.00848402176620011,0.0268845282240775,0.411401807279728,0.00694254112290015,2.15335037546663e-14,0.5335316462134,0.804685884846234,0.999844146448027,0.949795897176915
386,0.040247640071883,0.108190008227394,0.459826198361221,0.00869756832058009,1.34401711560439e-11,0.622673377475062,0.945888949047346,0.999969777059527,0.879236604098274
387,0.0891130605546396,0.186203674170852,0.44028518018274,0.018644260515375,7.65678782604436e-09,0.595363145441863,0.937206773369947,0.999665487404099,0.816217855045714
388,0.0501742462915525,0.0803720398038281,0.547969905300181,0.0211388466569755,7.4903077593044e-10,0.484722737645353,0.792925695204567,0.99995471835657,0.902674571841154
389,0.0683146524122256,0.0953918554975628,0.542505592154538,0.0155958031017448,1.07930762041697e-10,0.436671347843838,0.796384927564119,0.999983630940842,0.86158012922789
390,0.0724970290003978,0.105165461706968,0.562072606728601,0.0141207800940134,5.6598573477119e-10,0.449901175936075,0.833314204642294,0.999995419851219,0.886708548657595
391,0.0372877200245687,0.0835843046347176,0.528775507392863,0.00889400024221631,2.53663379740315e-10,0.465231140363002,0.808350491456941,0.999997428972819,0.898163423931067
392,0.0568597378015491,0.0902330096218903,0.485806935185066,0.00625733401737304,2.63771139132822e-10,0.448061886529807,0.815774313814599,0.999998363872392,0.890939061434802
393,0.0568597378015491,0.0902330096218903,0.485806935185066,0.00625733401737304,2.63771139132822e-10,0.448061886529807,0.815774313814599,0.999998363872392,0.890939061434802
394,0.580402647108656,0.194801470171829,0.375219663926437,0.11480166366973,7.03512036203019e-13,0.796221600884992,0.996449924575174,0.999390872398444,0.978392141646998
395,0.707196892696518,0.348750238121195,0.858557500484014,0.0567515931711071,1.0534483463777e-08,0.951025312159702,0.703580221116934,0.999699870487995,0.91886991460324
396,0.510539445817172,0.339395139335638,0.609393996252738,0.0813834793406941,1.34848468016912e-06,0.820263277863101,0.643909318541153,0.998926333383232,0.978638128291848
397,0.519637988499392,0.357454248638343,0.844477537775224,0.0828282967439164,1.73274092372222e-06,0.821564395003268,0.514814387424116,0.999144741004711,0.971023904442502
398,0.529460807069379,0.414115935167137,0.83564616394527,0.0740571820198178,1.11193466776988e-06,0.733085295182812,0.598556375535629,0.999605091599081,0.951719554127788
399,0.530693417906528,0.409661577822396,0.782997527193966,0.0845864460379001,5.76231852468438e-08,0.730777621470647,0.511950117672239,0.999908384563926,0.999941109714819
400,0.415286605667407,0.295559811555531,0.615379235425226,0.0673392168401981,6.79246390258425e-09,0.710155041091798,0.513426539507069,0.999979233279333,0.981031430206318
401,0.415286605667407,0.295559811555531,0.615379235425226,0.0673392168401981,6.79246390258425e-09,0.710155041091798,0.513426539507069,0.999979233279333,0.981031430206318
402,0.794425239061246,0.487646467964127,0.71695276461527,0.0804907476922518,2.41806240920324e-07,0.864649003792824,0.501575766307238,0.998316641334851,0.88179131353087
403,0.509249766635195,0.437621168451929,0.482438096264665,0.131430596972939,1.04307936571936e-07,0.646226566277526,0.316141961842042,0.993462173382389,0.997470858559943
404,0.391658166824133,0.381828162210437,0.544771227649418,0.137628924773249,2.01497803034396e-07,0.571409165118049,0.2607910375989,0.997323105525912,0.975972504658021
405,0.553337380735041,0.596007179126756,0.595798336185676,0.153549055504313,4.18612742768788e-06,0.577829087487138,0.281990155744131,0.997882470271067,0.995287589655998
406,0.549634053783592,0.586933230151586,0.543625722098958,0.114836719681317,4.65169103909819e-07,0.583505778109366,0.233419715742347,0.999633130731218,0.98359164137814
407,0.453012117733469,0.444583192942824,0.4708872046729,0.128817558554962,2.99757325630019e-07,0.588132690213896,0.228004037133401,0.999825701312255,0.994049602266474
408,0.453012117733469,0.444583192942824,0.4708872046729,0.128817558554962,2.99757325630019e-07,0.588132690213896,0.228004037133401,0.999825701312255,0.994049602266474
409,0.0912763611848251,0.127842998170761,0.89938728586218,0.0466381399419437,1.02287809601124e-13,0.55393018826159,0.911345899194708,0.997268848760357,0.926096258830991
410,0.0400642544410761,0.0573457318627505,0.499588136435608,0.00442775967323776,2.50053543552729e-18,0.470145135359231,0.960320365911244,0.999901123648856,0.878780902467913
411,0.0619555809754197,0.108995268545435,0.472763879578994,0.00284120622643194,1.70236761594907e-16,0.525574517433169,0.782746950746559,0.999976504496041,0.800492550163544
412,0.102422549709348,0.153259508141754,0.498145098444121,0.0169357081539666,1.98877064569318e-12,0.519895956085374,0.931696516622755,0.999826940181502,0.833350110267057
413,0.0599272948365657,0.092365280431438,0.522262647991944,0.0103105530725318,1.92842718201492e-12,0.431946441786898,0.851027926361481,0.999992367542749,0.847061015814168
414,0.0803007483916162,0.114183255480192,0.418997198593566,0.00654922789559904,7.36858079270159e-16,0.371295228946249,0.88247275252359,0.999998291344568,0.815372588069017
415,0.0749589294847573,0.116210705861332,0.417857420602112,0.00527203098699915,1.37374367072809e-13,0.383645626251487,0.842739944307056,0.999998684827982,0.835667728709914
416,0.0645895961064155,0.109448392321714,0.381110541325422,0.00397246557379485,7.63916397590229e-13,0.419702848110962,0.824840009418966,0.999999451769365,0.814925131786377
417,0.0728228426312928,0.115973777804284,0.338111257025627,0.00343265923857511,5.72659886050225e-13,0.3953770106841,0.830452079748882,0.999999754107154,0.802655592152306
418,0.0728228426312928,0.115973777804284,0.338111257025627,0.00343265923857511,5.72659886050225e-13,0.3953770106841,0.830452079748882,0.999999754107154,0.802655592152306
419,0.00848402176620011,0.0268845282240775,0.411401807279728,0.00694254112290015,2.15335037546663e-14,0.5335316462134,0.804685884846234,0.999844146448027,0.949795897176915
420,0.040247640071883,0.108190008227394,0.459826198361221,0.00869756832058009,1.34401711560439e-11,0.622673377475062,0.945888949047346,0.999969777059527,0.879236604098274
421,0.0891130605546396,0.186203674170852,0.44028518018274,0.018644260515375,7.65678782604436e-09,0.595363145441863,0.937206773369947,0.999665487404099,0.816217855045714
422,0.0501742462915525,0.0803720398038281,0.547969905300181,0.0211388466569755,7.4903077593044e-10,0.484722737645353,0.792925695204567,0.99995471835657,0.902674571841154
423,0.0683146524122256,0.0953918554975628,0.542505592154538,0.0155958031017448,1.07930762041697e-10,0.436671347843838,0.796384927564119,0.999983630940842,0.86158012922789
424,0.0724970290003978,0.105165461706968,0.562072606728601,0.0141207800940134,5.6598573477119e-10,0.449901175936075,0.833314204642294,0.999995419851219,0.886708548657595
425,0.0372877200245687,0.0835843046347176,0.528775507392863,0.00889400024221631,2.53663379740315e-10,0.465231140363002,0.808350491456941,0.999997428972819,0.898163423931067
426,0.0568597378015491,0.0902330096218903,0.485806935185066,0.00625733401737304,2.63771139132822e-10,0.448061886529807,0.815774313814599,0.999998363872392,0.890939061434802
427,0.0568597378015491,0.0902330096218903,0.485806935185066,0.00625733401737304,2.63771139132822e-10,0.448061886529807,0.815774313814599,0.999998363872392,0.890939061434802
428,0.580402647108656,0.194801470171829,0.375219663926437,0.11480166366973,7.03512036203019e-13,0.796221600884992,0.996449924575174,0.999390872398444,0.978392141646998
429,0.707196892696518,0.348750238121195,0.858557500484014,0.0567515931711071,1.0534483463777e-08,0.951025312159702,0.703580221116934,0.999699870487995,0.91886991460324
430,0.510539445817172,0.339395139335638,0.609393996252738,0.0813834793406941,1.34848468016912e-06,0.820263277863101,0.643909318541153,0.998926333383232,0.978638128291848
431,0.519637988499392,0.357454248638343,0.844477537775224,0.0828282967439164,1.73274092372222e-06,0.821564395003268,0.514814387424116,0.999144741004711,0.971023904442502
432,0.529460807069379,0.414115935167137,0.83564616394527,0.0740571820198178,1.11193466776988e-06,0.733085295182812,0.598556375535629,0.999605091599081,0.951719554127788
433,0.530693417906528,0.409661577822396,0.782997527193966,0.0845864460379001,5.76231852468438e-08,0.730777621470647,0.511950117672239,0.999908384563926,0.999941109714819
434,0.415286605667407,0.295559811555531,0.615379235425226,0.0673392168401981,6.79246390258425e-09,0.710155041091798,0.513426539507069,0.999979233279333,0.981031430206318
435,0.415286605667407,0.295559811555531,0.615379235425226,0.0673392168401981,6.79246390258425e-09,0.710155041091798,0.513426539507069,0.999979233279333,0.981031430206318
436,0.794425239061246,0.487646467964127,0.71695276461527,0.0804907476922518,2.41806240920324e-07,0.864649003792824,0.501575766307238,0.998316641334851,0.88179131353087
437,0.509249766635195,0.437621168451929,0.482438096264665,0.131430596972939,1.04307936571936e-07,0.646226566277526,0.316141961842042,0.993462173382389,0.997470858559943
438,0.391658166824133,0.381828162210437,0.544771227649418,0.137628924773249,2.01497803034396e-07,0.571409165118049,0.2607910375989,0.997323105525912,0.975972504658021
439,0.553337380735041,0.596007179126756,0.595798336185676,0.153549055504313,4.18612742768788e-06,0.577829087487138,0.281990155744131,0.997882470271067,0.995287589655998
440,0.549634053783592,0.586933230151586,0.543625722098958,0.114836719681317,4.65169103909819e-07,0.583505778109366,0.233419715742347,0.999633130731218,0.98359164137814
441,0.453012117733469,0.444583192942824,0.4708872046729,0.128817558554962,2.99757325630019e-07,0.588132690213896,0.228004037133401,0.999825701312255,0.994049602266474
442,0.453012117733469,0.444583192942824,0.4708872046729,0.128817558554962,2.99757325630019e-07,0.588132690213896,0.228004037133401,0.999825701312255,0.994049602266474
443,0.0912763611848251,0.127842998170761,0.89938728586218,0.0466381399419437,1.02287809601124e-13,0.55393018826159,0.911345899194708,0.997268848760357,0.926096258830991
444,0.0400642544410761,0.0573457318627505,0.499588136435608,0.00442775967323776,2.50053543552729e-18,0.470145135359231,0.960320365911244,0.999901123648856,0.878780902467913
445,0.0619555809754197,0.108995268545435,0.472763879578994,0.00284120622643194,1.70236761594907e-16,0.525574517433169,0.782746950746559,0.999976504496041,0.800492550163544
446,0.102422549709348,0.153259508141754,0.498145098444121,0.0169357081539666,1.98877064569318e-12,0.519895956085374,0.931696516622755,0.999826940181502,0.833350110267057
447,0.0599272948365657,0.092365280431438,0.522262647991944,0.0103105530725318,1.92842718201492e-12,0.431946441786898,0.851027926361481,0.999992367542749,0.847061015814168
448,0.0803007483916162,0.114183255480192,0.418997198593566,0.00654922789559904,7.36858079270159e-16,0.371295228946249,0.88247275252359,0.999998291344568,0.815372588069017
449,0.0749589294847573,0.116210705861332,0.417857420602112,0.00527203098699915,1.37374367072809e-13,0.383645626251487,0.842739944307056,0.999998684827982,0.835667728709914
450,0.0645895961064155,0.109448392321714,0.381110541325422,0.00397246557379485,7.63916397590229e-13,0.419702848110962,0.824840009418966,0.999999451769365,0.814925131786377
451,0.0728228426312928,0.115973777804284,0.338111257025627,0.00343265923857511,5.72659886050225e-13,0.3953770106841,0.830452079748882,0.999999754107154,0.802655592152306
452,0.0728228426312928,0.115973777804284,0.338111257025627,0.00343265923857511,5.72659886050225e-13,0.3953770106841,0.830452079748882,0.999999754107154,0.802655592152306
453,0.00848402176620011,0.0268845282240775,0.411401807279728,0.00694254112290015,2.15335037546663e-14,0.5335316462134,0.804685884846234,0.999844146448027,0.949795897176915
454,0.040247640071883,0.108190008227394,0.459826198361221,0.00869756832058009,1.34401711560439e-11,0.622673377475062,0.945888949047346,0.999969777059527,0.879236604098274
455,0.0891130605546396,0.186203674170852,0.44028518018274,0.018644260515375,7.65678782604436e-09,0.595363145441863,0.937206773369947,0.999665487404099,0.816217855045714
456,0.0501742462915525,0.0803720398038281,0.547969905300181,0.0211388466569755,7.4903077593044e-10,0.484722737645353,0.792925695204567,0.99995471835657,0.902674571841154
457,0.0683146524122256,0.0953918554975628,0.542505592154538,0.0155958031017448,1.07930762041697e-10,0.436671347843838,0.796384927564119,0.999983630940842,0.86158012922789
458,0.0724970290003978,0.105165461706968,0.562072606728601,0.0141207800940134,5.6598573477119e-10,0.449901175936075,0.833314204642294,0.999995419851219,0.886708548657595
